state_name,state,state_fips,year,Population,Unemploymentrate,Personalincome,StateMinimumWage
AL,1,1,1980,3893888,8.9,30864240,3.1
AK,2,2,1980,401851,9.6,6204950,3.6
AZ,3,4,1980,2718215,6.6,26363186,3.1
AR,4,5,1980,2286435,7.6,17371177,2.55
CA,5,6,1980,23667902,6.8,283852405,3.1
CO,6,8,1980,2889964,5.8,31667476,1.9
CT,7,9,1980,3107576,5.8,38457972,3.12
DE,8,10,1980,594338,7.6,6428975,2
DC,9,11,1980,638333,7.4,8355120,3.1
FL,10,12,1980,9746324,6.1,100174719,3.1
GA,11,13,1980,5463105,6.3,46930712,1.25
HI,12,15,1980,964691,5.0,11460741,3.1
ID,13,16,1980,943935,7.5,8316840,3.1
IL,14,17,1980,11426518,8.2,125267355,2.3
IN,15,18,1980,5490224,9.6,51176800,3.1
IA,16,19,1980,2913808,6.0,27990985,3.1
KS,17,20,1980,2363679,4.4,23851556,3.1
KY,18,21,1980,3660777,8.0,29770590,2.15
LA,19,22,1980,4205900,6.9,37068679,3.1
ME,20,23,1980,1124660,7.6,9584669,3.1
MD,21,24,1980,4216975,6.6,48538857,3.1
MA,22,25,1980,5737037,5.6,61455326,3.1
MI,23,26,1980,9262078,12.3,94142514,3.1
MN,24,27,1980,4075970,5.8,41697467,2.9
MS,25,28,1980,2520638,7.4,17998291,3.1
MO,26,29,1980,4916686,7.2,46090765,3.1
MT,27,30,1980,786690,6.1,7210173,2.5
NE,28,31,1980,1569825,3.9,14761594,3.1
NV,29,32,1980,800493,6.2,9565424,2.75
NH,30,33,1980,920610,4.5,9274186,3.1
NJ,31,34,1980,7364823,7.2,86955685,3.1
NM,32,35,1980,1302894,7.6,11219375,2.9
NY,33,36,1980,17558072,7.5,193182470,3.1
NC,34,37,1980,5881766,6.4,48934688,2.9
ND,35,38,1980,652717,4.9,5279606,3.1
OH,36,39,1980,10797630,8.4,107027918,3.1
OK,37,40,1980,3025290,4.4,29132371,3.1
OR,38,41,1980,2633105,8.5,26825715,2.9
PA,39,42,1980,11863895,8.0,118970218,3.1
RI,40,44,1980,947154,7.2,9335325,2.9
SC,41,45,1980,3121820,6.7,24830814,3.1
SD,42,46,1980,690768,4.8,5719001,2.3
TN,43,47,1980,4591120,7.4,38000362,3.1
TX,44,48,1980,14229191,5.1,142639001,3.1
UT,45,49,1980,1461037,6.2,12172076,2.6
VT,46,50,1980,511456,6.2,4469318,3.1
VA,47,51,1980,5346818,5.2,56563481,2.65
WA,48,53,1980,4132156,8.1,45791768,3.1
WV,49,54,1980,1949644,9.5,15557866,2.2
WI,50,55,1980,4705767,7.2,47052952,3
WY,51,56,1980,469557,3.9,5451246,1.6
AL,1,1,1981,3918531,10.6,34263541,3.35
AK,2,2,1981,418491,9.4,7057192,3.85
AZ,3,4,1981,2810107,6.2,30118690,3.35
AR,4,5,1981,2293201,8.7,19657239,2.7
CA,5,6,1981,24285933,7.4,318833657,3.35
CO,6,8,1981,2977898,5.7,36459220,1.9
CT,7,9,1981,3128836,6.2,43173687,3.37
DE,8,10,1981,595975,7.8,7076416,2
DC,9,11,1981,636893,8.9,8971160,3.35
FL,10,12,1981,10192774,6.7,115826766,3.35
GA,11,13,1981,5568345,6.4,53090574,1.25
HI,12,15,1981,978195,5.4,12391045,3.35
ID,13,16,1981,962204,7.7,9171608,3.35
IL,14,17,1981,11443458,8.5,138797538,2.3
IN,15,18,1981,5480435,9.9,56129291,3.35
IA,16,19,1981,2907983,6.6,31667179,3.35
KS,17,20,1981,2384849,4.3,27024244,3.35
KY,18,21,1981,3670394,8.6,33114794,2.15
LA,19,22,1981,4283303,8.4,42736140,3.35
ME,20,23,1981,1133033,7.4,10586283,3.35
MD,21,24,1981,4261905,7.3,53951891,3.35
MA,22,25,1981,5768685,6.5,68461988,3.35
MI,23,26,1981,9209287,12.4,100693108,3.35
MN,24,27,1981,4111728,5.8,46202501,3.1
MS,25,28,1981,2539036,8.5,20205005,3.35
MO,26,29,1981,4932064,7.6,51466552,3.35
MT,27,30,1981,795328,6.8,8185714,2.5
NE,28,31,1981,1578515,4.2,17127803,3.35
NV,29,32,1981,847655,7.2,10882149,2.75
NH,30,33,1981,936621,5.2,10505613,3.35
NJ,31,34,1981,7407472,7.4,97057434,3.35
NM,32,35,1981,1332748,7.3,12687802,3.35
NY,33,36,1981,17567734,7.6,215239003,3.35
NC,34,37,1981,5956653,6.5,55093632,2.9
ND,35,38,1981,659505,4.8,6914367,3.35
OH,36,39,1981,10788330,9.4,116356076,3.35
OK,37,40,1981,3096164,3.6,34025236,3.1
OR,38,41,1981,2667982,9.8,28976957,3.1
PA,39,42,1981,11858567,8.4,131279831,3.35
RI,40,44,1981,953013,7.8,10402978,3.1
SC,41,45,1981,3179255,8.1,27941168,3.35
SD,42,46,1981,689584,5.0,6647391,2.3
TN,43,47,1981,4627658,9.0,42287567,3.35
TX,44,48,1981,14746318,5.3,167739363,3.35
UT,45,49,1981,1515471,6.6,13724644,2.75
VT,46,50,1981,515594,5.8,5035413,3.35
VA,47,51,1981,5444097,6.0,63482516,3.35
WA,48,53,1981,4235731,9.6,51106487,3.35
WV,49,54,1981,1954124,10.6,16961583,2.75
WI,50,55,1981,4726343,8.0,51320993,3.25
WY,51,56,1981,491712,4.1,6230971,1.6
AL,1,1,1982,3925266,14.1,36197910,3.35
AK,2,2,1982,449606,9.9,8610173,3.85
AZ,3,4,1982,2889861,10.1,31884829,3.35
AR,4,5,1982,2294257,9.9,20676166,2.8
CA,5,6,1982,24820009,10.0,340836724,3.35
CO,6,8,1982,3061564,7.3,39984337,1.9
CT,7,9,1982,3139013,6.9,46616812,3.37
DE,8,10,1982,599148,8.4,7625571,2
DC,9,11,1982,634174,10.4,9567530,3.35
FL,10,12,1982,10471407,8.4,125266195,3.35
GA,11,13,1982,5649792,7.8,57498742,1.25
HI,12,15,1982,993780,6.3,13076982,3.35
ID,13,16,1982,973721,9.9,9563932,3.35
IL,14,17,1982,11423412,11.4,146883163,2.3
IN,15,18,1982,5467922,12.0,58057065,3.35
IA,16,19,1982,2888189,8.5,32599503,3.35
KS,17,20,1982,2401202,6.3,29305092,3.35
KY,18,21,1982,3683445,10.8,35287385,2.15
LA,19,22,1982,4352608,10.3,45907722,3.35
ME,20,23,1982,1136684,8.4,11464150,3.35
MD,21,24,1982,4282923,8.3,58495108,3.35
MA,22,25,1982,5771222,7.7,75054202,3.35
MI,23,26,1982,9115198,15.4,103937962,3.35
MN,24,27,1982,4131450,7.9,49470144,3.35
MS,25,28,1982,2556777,11.1,21340298,3.35
MO,26,29,1982,4929451,9.199999999999999,54991252,3.35
MT,27,30,1982,803986,8.5,8627306,2.75
NE,28,31,1982,1581780,5.6,18435447,3.35
NV,29,32,1982,881537,9.9,11641320,2.75
NH,30,33,1982,947719,6.8,11568428,3.35
NJ,31,34,1982,7430968,8.699999999999999,104844478,3.35
NM,32,35,1982,1363823,9.199999999999999,13849319,3.35
NY,33,36,1982,17589738,8.5,233470201,3.35
NC,34,37,1982,6019101,9.199999999999999,59016015,3.1
ND,35,38,1982,668972,5.6,7487357,3.35
OH,36,39,1982,10757087,12.7,121686637,3.35
OK,37,40,1982,3206123,6.0,37993649,3.1
OR,38,41,1982,2664922,11.5,29703264,3.1
PA,39,42,1982,11845146,11.2,140158661,3.35
RI,40,44,1982,954170,9.699999999999999,11168804,3.35
SC,41,45,1982,3207614,11.1,29708074,3.35
SD,42,46,1982,690597,5.5,7034068,2.8
TN,43,47,1982,4646041,11.7,44963374,3.35
TX,44,48,1982,15331415,6.9,184332493,3.35
UT,45,49,1982,1558314,8.199999999999999,14915627,3.35
VT,46,50,1982,519109,7.0,5446636,3.35
VA,47,51,1982,5492783,7.4,68641647,3.35
WA,48,53,1982,4276552,11.9,54139646,3.35
WV,49,54,1982,1949604,14.0,17969907,3.05
WI,50,55,1982,4728870,10.5,54102808,3.25
WY,51,56,1982,506400,6.2,6552885,1.6
AL,1,1,1983,3934102,13.8,38771851,3.35
AK,2,2,1983,488417,9.9,9368256,3.85
AZ,3,4,1983,2968925,8.800000000000001,35029874,3.35
AR,4,5,1983,2305761,9.9,21988073,2.95
CA,5,6,1983,25360026,9.800000000000001,368675480,3.35
CO,6,8,1983,3133630,7.1,42968979,2.5
CT,7,9,1983,3162354,6.0,49858707,3.37
DE,8,10,1983,605458,7.7,8163545,3
DC,9,11,1983,632433,11.2,9977198,3.35
FL,10,12,1983,10749851,8.5,139241897,3.35
GA,11,13,1983,5728250,7.7,63100546,1.25
HI,12,15,1983,1012717,6.2,14419849,3.35
ID,13,16,1983,981869,8.9,10362783,2.3
IL,14,17,1983,11408818,11.8,153272385,2.3
IN,15,18,1983,5450395,11.2,60856657,2
IA,16,19,1983,2870543,8.1,33319878,3.35
KS,17,20,1983,2415531,5.9,30569508,1.6
KY,18,21,1983,3694484,11.4,36629766,2.6
LA,19,22,1983,4395316,11.5,47839547,3.35
ME,20,23,1983,1144772,8.300000000000001,12294408,3.35
MD,21,24,1983,4313327,7.0,62780435,3.35
MA,22,25,1983,5799407,6.8,81578422,3.35
MI,23,26,1983,9047754,14.4,110447808,3.35
MN,24,27,1983,4141456,8.0,52085956,3.35
MS,25,28,1983,2567717,12.1,22336974,3.35
MO,26,29,1983,4943733,9.9,58675314,3.35
MT,27,30,1983,814031,8.6,9090637,3.35
NE,28,31,1983,1584293,5.6,19113083,1.6
NV,29,32,1983,901977,9.6,12367311,2.75
NH,30,33,1983,958134,5.5,12714401,3.35
NJ,31,34,1983,7467785,8.0,113452401,3.35
NM,32,35,1983,1394361,9.699999999999999,14836770,3.35
NY,33,36,1983,17686905,8.699999999999999,251847877,3.35
NC,34,37,1983,6077056,9.0,64310265,3.35
ND,35,38,1983,676688,5.7,7887475,3.35
OH,36,39,1983,10737632,12.4,129000255,2.3
OK,37,40,1983,3290402,8.4,38869340,3.35
OR,38,41,1983,2653066,10.8,31521314,3.1
PA,39,42,1983,11837723,11.5,146951760,3.35
RI,40,44,1983,956382,8.300000000000001,12049253,3.35
SC,41,45,1983,3234066,9.9,32286069,3.35
SD,42,46,1983,693008,5.2,7326712,2.8
TN,43,47,1983,4659749,11.5,48000072,3.35
TX,44,48,1983,15751676,7.9,196082087,1.4
UT,45,49,1983,1594943,8.699999999999999,15955618,3.35
VT,46,50,1983,523302,6.4,5815938,3.35
VA,47,51,1983,5564657,6.4,74262375,2.65
WA,48,53,1983,4300266,11.1,57662556,2.3
WV,49,54,1983,1945061,17.8,18449453,3.05
WI,50,55,1983,4721438,10.2,56952258,3.25
WY,51,56,1983,510345,8.199999999999999,6481624,1.6
AL,1,1,1984,3951820,11.0,42649118,3.35
AK,2,2,1984,513702,9.800000000000001,9961459,3.85
AZ,3,4,1984,3067135,5.2,39699293,3.35
AR,4,5,1984,2319768,8.699999999999999,24474975,3.05
CA,5,6,1984,25844393,7.8,409989187,3.35
CO,6,8,1984,3169992,5.4,46898660,3
CT,7,9,1984,3180014,4.7,55856174,3.37
DE,8,10,1984,611565,6.3,8995632,3
DC,9,11,1984,633382,9.1,10899046,3.35
FL,10,12,1984,11039925,6.4,154951730,3.35
GA,11,13,1984,5834954,6.1,71482946,3.25
HI,12,15,1984,1027922,5.7,15454096,3.35
ID,13,16,1984,990839,7.3,11083457,2.3
IL,14,17,1984,11412132,9.0,168779744,3
IN,15,18,1984,5458322,8.6,67573875,2
IA,16,19,1984,2858618,7.0,37002288,3.35
KS,17,20,1984,2424086,4.9,33478357,1.6
KY,18,21,1984,3695453,9.300000000000001,40882623,2.6
LA,19,22,1984,4400477,10.1,50914162,3.35
ME,20,23,1984,1155635,6.2,13639159,3.35
MD,21,24,1984,4365243,5.4,69611724,3.35
MA,22,25,1984,5840773,4.8,92019548,3.35
MI,23,26,1984,9049452,11.2,122143721,3.35
MN,24,27,1984,4157706,6.3,59084082,3.35
MS,25,28,1984,2578051,10.5,24400947,3.35
MO,26,29,1984,4975278,7.2,65050681,3.35
MT,27,30,1984,820905,7.6,9613235,2.75
NE,28,31,1984,1588639,4.5,21224174,1.6
NV,29,32,1984,924922,7.9,13493387,2.75
NH,30,33,1984,976864,4.3,14383191,3.35
NJ,31,34,1984,7515473,6.2,125654526,3.35
NM,32,35,1984,1416717,7.8,16218576,3.35
NY,33,36,1984,17745684,7.2,279011598,3.35
NC,34,37,1984,6164006,6.7,72718393,3.35
ND,35,38,1984,680497,5.3,8492880,3.35
OH,36,39,1984,10737746,9.5,142456412,2.3
OK,37,40,1984,3285533,7.1,41684153,3.35
OR,38,41,1984,2666588,9.4,34216272,3.1
PA,39,42,1984,11815172,9.1,158681543,3.35
RI,40,44,1984,961894,5.5,13280099,3.35
SC,41,45,1984,3271868,6.9,35967206,3.35
SD,42,46,1984,697249,4.4,8291305,2.8
TN,43,47,1984,4686737,8.5,53410068,3.35
TX,44,48,1984,16007086,6.1,214972612,1.4
UT,45,49,1984,1622342,6.5,17598302,3.35
VT,46,50,1984,526660,5.1,6418440,3.35
VA,47,51,1984,5643870,5.1,82639957,2.65
WA,48,53,1984,4343656,9.300000000000001,61887083,2.3
WV,49,54,1984,1927697,14.8,19840150,3.05
WI,50,55,1984,4735563,7.4,62644454,3.25
WY,51,56,1984,504896,6.3,6760300,1.6
AL,1,1,1985,3972523,9.199999999999999,45942335,3.35
AK,2,2,1985,532495,9.699999999999999,10772149,3.85
AZ,3,4,1985,3183538,6.3,44054015,3.35
AR,4,5,1985,2327046,8.699999999999999,26082631,3.15
CA,5,6,1985,26441109,7.2,443346410,3.35
CO,6,8,1985,3208723,6.1,49560424,3
CT,7,9,1985,3201131,4.7,59950829,3.37
DE,8,10,1985,618280,5.1,9806074,3
DC,9,11,1985,634549,8.1,11548191,3.35
FL,10,12,1985,11351118,6.0,170340970,3.35
GA,11,13,1985,5962661,6.4,78389015,3.25
HI,12,15,1985,1039698,5.4,16453428,3.35
ID,13,16,1985,994051,7.9,11634316,2.3
IL,14,17,1985,11399806,9.1,177588231,3.35
IN,15,18,1985,5459211,7.8,71325420,2
IA,16,19,1985,2829684,7.5,38315345,3.35
KS,17,20,1985,2427405,5.1,35289105,1.6
KY,18,21,1985,3694826,9.199999999999999,42685414,2.6
LA,19,22,1985,4408118,11.6,52996795,3.35
ME,20,23,1985,1162936,5.5,14708268,3.45
MD,21,24,1985,4413071,4.6,75637475,3.35
MA,22,25,1985,5880733,4.0,99606265,3.35
MI,23,26,1985,9076293,10.0,132507384,3.35
MN,24,27,1985,4184302,6.0,62698124,3.35
MS,25,28,1985,2588102,10.4,25725576,3.35
MO,26,29,1985,5000268,6.5,69635804,3.35
MT,27,30,1985,822320,7.7,9761494,3.05
NE,28,31,1985,1584664,5.2,22366484,1.6
NV,29,32,1985,951030,7.7,14709192,2.75
NH,30,33,1985,996753,3.7,15892572,3.35
NJ,31,34,1985,7565528,5.6,134893648,3.35
NM,32,35,1985,1438361,8.300000000000001,17534394,3.35
NY,33,36,1985,17791672,6.6,298868264,3.35
NC,34,37,1985,6253954,5.6,78721174,3.35
ND,35,38,1985,676980,5.7,8782366,3.35
OH,36,39,1985,10734926,8.9,151328013,2.3
OK,37,40,1985,3271332,7.2,43419381,3.35
OR,38,41,1985,2672652,8.800000000000001,35892259,3.1
PA,39,42,1985,11770862,8.0,168466148,3.35
RI,40,44,1985,968955,4.6,14283447,3.35
SC,41,45,1985,3303209,6.9,38533651,3.35
SD,42,46,1985,698402,4.8,8517981,2.8
TN,43,47,1985,4715296,7.9,57236417,3.35
TX,44,48,1985,16272734,7.0,231268930,1.4
UT,45,49,1985,1642910,6.0,18879636,3.35
VT,46,50,1985,530035,4.8,6937305,3.35
VA,47,51,1985,5715153,5.5,89530895,2.65
WA,48,53,1985,4400098,8.4,65734074,2.3
WV,49,54,1985,1906831,13.1,20661268,3.05
WI,50,55,1985,4747767,7.2,66041717,3.25
WY,51,56,1985,499695,6.9,7066297,1.6
AL,1,1,1986,3991569,9.699999999999999,48627446,3.35
AK,2,2,1986,544268,10.9,10868683,3.85
AZ,3,4,1986,3308262,6.9,48294793,3.35
AR,4,5,1986,2331984,8.6,27399821,3.35
CA,5,6,1986,27102237,6.7,476271961,3.35
CO,6,8,1986,3237450,7.5,51512722,3
CT,7,9,1986,3223740,3.8,64560716,3.37
DE,8,10,1986,627559,4.3,10431043,3.35
DC,9,11,1986,638269,7.5,12133514,3.35
FL,10,12,1986,11667505,5.8,184230468,3.35
GA,11,13,1986,6084666,6.0,85539433,3.25
HI,12,15,1986,1051762,4.8,17468188,3.35
ID,13,16,1986,990224,8.4,11902464,2.3
IL,14,17,1986,11387257,8.300000000000001,186842150,3.35
IN,15,18,1986,5454108,6.9,75220555,2
IA,16,19,1986,2791970,6.8,39614354,3.35
KS,17,20,1986,2432619,5.3,36988079,1.6
KY,18,21,1986,3687809,9.4,43905007,3.35
LA,19,22,1986,4406919,12.8,53025000,3.35
ME,20,23,1986,1170126,5.3,15970626,3.55
MD,21,24,1986,4486957,4.6,81682411,3.35
MA,22,25,1986,5902678,3.9,107410509,3.55
MI,23,26,1986,9127775,8.800000000000001,141065411,3.35
MN,24,27,1986,4205212,5.5,66395130,3.35
MS,25,28,1986,2593597,11.4,26678772,3.35
MO,26,29,1986,5023068,6.2,73376484,3.35
MT,27,30,1986,813739,7.9,10152794,3.35
NE,28,31,1986,1574333,5.0,23031245,1.6
NV,29,32,1986,980613,6.2,15912885,2.75
NH,30,33,1986,1025053,2.8,17589083,3.35
NJ,31,34,1986,7622159,5.0,144359457,3.35
NM,32,35,1986,1462729,9.300000000000001,18255711,3.35
NY,33,36,1986,17833419,6.2,318949769,3.35
NC,34,37,1986,6321578,5.3,84796696,3.35
ND,35,38,1986,669512,5.9,8910617,3.35
OH,36,39,1986,10730268,8.300000000000001,158445882,2.3
OK,37,40,1986,3252735,8.199999999999999,43625647,3.35
OR,38,41,1986,2683528,8.0,37856822,3.35
PA,39,42,1986,11782752,6.9,177342443,3.35
RI,40,44,1986,977341,4.1,15348279,3.55
SC,41,45,1986,3342758,6.4,41172834,3.35
SD,42,46,1986,696034,4.6,8896433,2.8
TN,43,47,1986,4738708,7.9,61284468,3.35
TX,44,48,1986,16561113,8.800000000000001,236746076,1.4
UT,45,49,1986,1662834,6.1,19816954,3.35
VT,46,50,1986,534066,4.3,7479849,3.45
VA,47,51,1986,5811700,5.0,96590314,2.65
WA,48,53,1986,4452720,8.1,70366088,2.3
WV,49,54,1986,1882350,11.8,21170283,3.05
WI,50,55,1986,4755618,7.0,69705474,3.25
WY,51,56,1986,495633,8.9,7021157,1.6
AL,1,1,1987,4015264,8.1,51486400,3.35
AK,2,2,1987,539309,10.3,10430514,3.85
AZ,3,4,1987,3437103,6.5,52226134,3.35
AR,4,5,1987,2342355,8.1,28476005,3.35
CA,5,6,1987,27777158,5.8,513636748,3.35
CO,6,8,1987,3260480,7.5,53462768,3
CT,7,9,1987,3247291,3.4,70594722,3.75
DE,8,10,1987,636947,3.1,11269736,3.35
DC,9,11,1987,636930,6.3,12781025,3.35
FL,10,12,1987,11997283,5.3,199396960,3.35
GA,11,13,1987,6208467,5.7,92052320,3.25
HI,12,15,1987,1067918,3.8,18623163,3.35
ID,13,16,1987,984997,7.6,12490918,2.3
IL,14,17,1987,11391178,7.4,197670677,3.35
IN,15,18,1987,5473012,6.2,79856399,2
IA,16,19,1987,2767011,5.5,41467308,3.35
KS,17,20,1987,2445367,4.8,38669638,1.6
KY,18,21,1987,3683329,8.5,46333321,3.35
LA,19,22,1987,4344148,12.1,53216629,3.35
ME,20,23,1987,1184574,4.4,17383822,3.65
MD,21,24,1987,4565557,4.4,88108956,3.35
MA,22,25,1987,5935204,3.2,116375406,3.65
MI,23,26,1987,9187481,8.300000000000001,146705873,3.35
MN,24,27,1987,4235136,5.1,70827147,3.35
MS,25,28,1987,2588545,10.0,28202012,3.35
MO,26,29,1987,5056696,6.3,77319358,3.35
MT,27,30,1987,805063,7.4,10434021,3.35
NE,28,31,1987,1566547,4.4,24074574,3.35
NV,29,32,1987,1023376,6.1,17403811,3.35
NH,30,33,1987,1054289,2.3,19464425,3.45
NJ,31,34,1987,7670742,4.1,155776344,3.35
NM,32,35,1987,1478520,8.699999999999999,19052079,3.35
NY,33,36,1987,17868848,4.9,340487199,3.35
NC,34,37,1987,6403700,4.5,91333783,3.35
ND,35,38,1987,661136,5.0,9161561,3.35
OH,36,39,1987,10760090,7.1,166010875,2.3
OK,37,40,1987,3210122,7.3,43450859,3.35
OR,38,41,1987,2700991,6.3,39855476,3.35
PA,39,42,1987,11810866,5.6,187911697,3.35
RI,40,44,1987,989604,3.6,16479434,3.65
SC,41,45,1987,3380506,5.5,44131715,3.35
SD,42,46,1987,696036,4.2,9364373,2.8
TN,43,47,1987,4782927,6.6,66008117,3.35
TX,44,48,1987,16621791,8.4,241509519,3.35
UT,45,49,1987,1678119,6.2,20741022,3.35
VT,46,50,1987,540267,3.6,8136635,3.55
VA,47,51,1987,5932268,4.3,104293767,2.65
WA,48,53,1987,4531901,7.3,74684332,2.3
WV,49,54,1987,1857585,10.8,21701260,3.35
WI,50,55,1987,4777919,5.9,73574026,3.25
WY,51,56,1987,476965,8.0,6754137,1.6
AL,1,1,1988,4023844,7.2,55388090,3.35
AK,2,2,1988,541983,8.800000000000001,10875485,3.85
AZ,3,4,1988,3535183,6.4,56265019,3.35
AR,4,5,1988,2342656,7.6,30546100,3.35
CA,5,6,1988,28464249,5.3,558066083,4.25
CO,6,8,1988,3262281,6.5,56574733,3
CT,7,9,1988,3271953,3.0,77854455,4.25
DE,8,10,1988,647622,3.1,12318653,3.35
DC,9,11,1988,630432,5.0,14041999,3.35
FL,10,12,1988,12306395,5.1,218709966,3.35
GA,11,13,1988,6316142,5.7,100335299,3.25
HI,12,15,1988,1079828,3.2,20461349,3.85
ID,13,16,1988,985664,6.0,13524893,2.3
IL,14,17,1988,11390183,6.7,212990719,3.35
IN,15,18,1988,5491735,5.2,85438311,2
IA,16,19,1988,2768388,4.5,42750976,3.35
KS,17,20,1988,2461996,4.5,40681838,2.65
KY,18,21,1988,3679999,7.6,50389911,3.35
LA,19,22,1988,4288863,10.8,56162777,3.35
ME,20,23,1988,1203840,3.6,19127295,3.65
MD,21,24,1988,4657904,4.3,96766594,3.35
MA,22,25,1988,5979982,3.3,127991216,3.75
MI,23,26,1988,9217998,7.5,156538879,3.35
MN,24,27,1988,4296166,4.3,74630070,3.55
MS,25,28,1988,2580352,8.4,30162096,3.35
MO,26,29,1988,5081736,5.7,82003345,3.35
MT,27,30,1988,800202,6.6,10714600,3.35
NE,28,31,1988,1571477,3.6,25715284,3.35
NV,29,32,1988,1075022,5.2,19785829,3.35
NH,30,33,1988,1082577,2.4,21419236,3.55
NJ,31,34,1988,7712333,3.8,171093247,3.35
NM,32,35,1988,1490337,7.5,20112493,3.35
NY,33,36,1988,17941309,4.3,373992930,3.35
NC,34,37,1988,6480594,3.6,100022056,3.35
ND,35,38,1988,655331,4.7,8473720,3.35
OH,36,39,1988,10798552,6.0,178043191,2.3
OK,37,40,1988,3167057,6.4,45332471,3.35
OR,38,41,1988,2741297,5.8,43415873,3.35
PA,39,42,1988,11845752,5.0,203518393,3.35
RI,40,44,1988,996408,3.1,18173181,4
SC,41,45,1988,3412096,4.7,47967404,3.35
SD,42,46,1988,698165,4.1,9759935,3.35
TN,43,47,1988,4822437,5.8,71769376,3.35
TX,44,48,1988,16667022,7.3,256262447,3.35
UT,45,49,1988,1689372,5.0,22051776,3.35
VT,46,50,1988,549763,3.0,8896581,3.65
VA,47,51,1988,6036909,3.9,114134538,2.65
WA,48,53,1988,4639893,6.3,81318656,2.3
WV,49,54,1988,1830215,9.800000000000001,23149755,3.35
WI,50,55,1988,4822388,4.4,78143063,3.35
WY,51,56,1988,465101,6.5,6890814,1.6
AL,1,1,1989,4030222,7.0,60312581,3.35
AK,2,2,1989,547159,7.0,11938954,3.85
AZ,3,4,1989,3622185,5.3,60486975,3.35
AR,4,5,1989,2346358,7.0,32776869,3.35
CA,5,6,1989,29218164,5.1,601183746,4.25
CO,6,8,1989,3275818,5.7,61209049,3
CT,7,9,1989,3283403,3.8,84525768,4.25
DE,8,10,1989,658273,3.5,13716907,3.35
DC,9,11,1989,624168,4.9,14970581,3.35
FL,10,12,1989,12637715,5.6,244145082,3.35
GA,11,13,1989,6411099,5.5,108165689,3.25
HI,12,15,1989,1094588,2.5,22865408,3.85
ID,13,16,1989,994416,5.3,14924453,2.3
IL,14,17,1989,11409782,6.0,226785013,3.35
IN,15,18,1989,5523693,4.9,93122680,2
IA,16,19,1989,2770592,4.2,46532603,3.35
KS,17,20,1989,2472849,4.2,42989167,2.65
KY,18,21,1989,3677306,6.4,54151355,3.35
LA,19,22,1989,4252894,8.0,59669915,3.35
ME,20,23,1989,1219961,4.0,20817675,3.75
MD,21,24,1989,4727301,3.8,104489827,3.35
MA,22,25,1989,6015478,4.2,134970796,3.75
MI,23,26,1989,9253295,7.1,168621581,3.35
MN,24,27,1989,4338057,4.3,81661558,3.85
MS,25,28,1989,2574269,7.8,32651634,3.35
MO,26,29,1989,5095830,5.5,87798850,3.35
MT,27,30,1989,799636,5.8,11815126,3.35
NE,28,31,1989,1574864,2.9,27268495,3.35
NV,29,32,1989,1137382,4.7,22278166,3.35
NH,30,33,1989,1104522,3.5,22925371,3.65
NJ,31,34,1989,7726089,4.1,183704780,3.35
NM,32,35,1989,1503901,6.7,21546318,3.35
NY,33,36,1989,17983086,5.0,404342796,3.35
NC,34,37,1989,6565459,3.5,109070662,3.35
ND,35,38,1989,646351,4.3,9506913,3.4
OH,36,39,1989,10829217,5.5,191552868,2.3
OK,37,40,1989,3150307,5.6,48329950,3.35
OR,38,41,1989,2790575,5.4,47825276,3.85
PA,39,42,1989,11865996,4.7,220428623,3.7
RI,40,44,1989,1000666,4.1,19796408,4.25
SC,41,45,1989,3456775,4.6,52225817,3.35
SD,42,46,1989,696701,4.0,10516247,3.35
TN,43,47,1989,4854444,5.1,77069823,3.35
TX,44,48,1989,16806735,6.7,274061924,3.35
UT,45,49,1989,1705864,4.5,23700811,3.35
VT,46,50,1989,557707,3.5,9842411,3.75
VA,47,51,1989,6120246,3.9,123358111,2.65
WA,48,53,1989,4746316,5.9,89962254,3.85
WV,49,54,1989,1806568,8.6,24528618,3.35
WI,50,55,1989,4856574,4.3,85276226,3.65
WY,51,56,1989,458374,6.1,7550290,1.6
AL,1,1,1990,4040389,6.8,64070364,3.8
AK,2,2,1990,550043,7.2,12650093,4.3
AZ,3,4,1990,3665339,5.3,63383028,3.8
AR,4,5,1990,2350624,6.9,34487482,3.8
CA,5,6,1990,29811427,5.8,643954932,4.25
CO,6,8,1990,3294473,5.2,64865685,3
CT,7,9,1990,3287116,5.1,86968737,4.25
DE,8,10,1990,666168,4.7,14403323,3.8
DC,9,11,1990,606900,6.3,15575579,3.8
FL,10,12,1990,12938071,6.1,260093568,3.8
GA,11,13,1990,6478149,5.5,115537974,3.25
HI,12,15,1990,1108229,2.7,24931086,3.85
ID,13,16,1990,1006734,5.5,16159229,3.8
IL,14,17,1990,11430602,6.1,240750225,3.8
IN,15,18,1990,5544156,5.3,98288101,3.35
IA,16,19,1990,2776831,4.4,49067459,3.85
KS,17,20,1990,2477588,4.3,45671041,2.65
KY,18,21,1990,3686892,6.0,57482504,3.8
LA,19,22,1990,4221826,6.2,64267316,3.8
ME,20,23,1990,1227928,5.3,21654835,3.85
MD,21,24,1990,4780753,4.5,110720316,3.8
MA,22,25,1990,6016425,6.3,139000167,3.75
MI,23,26,1990,9295287,7.6,176444356,3.35
MN,24,27,1990,4375665,4.8,86895595,3.95
MS,25,28,1990,2575475,7.6,34267522,3.8
MO,26,29,1990,5116901,5.8,91773727,3.8
MT,27,30,1990,799065,6.0,12429218,3.8
